checksum1,checksum2,dataset_type,join_count,join_throughput,join_time,max_key,mpi_active_ranks,mpi_nodes,mpi_partition_strategy,mpi_processes,mpi_world_size,nr,ns,partition_throughput,partition_time,time_sec,total_throughput,verified
6185417096973469475,16931092769743058723,uniform,2499986166,66256428.502178,1.509288,1000000,1,1,cyclic,1,1,50000000,50000000,51742318.590840,1.932654,8.269301,12092919.933318,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,60035299.403392,1.665687,1000000,1,1,block,1,1,50000000,50000000,88970871.516124,1.123963,8.906800,11227376.762894,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,59766462.224753,1.673179,1000000,1,1,cyclic,1,1,50000000,50000000,89620345.677240,1.115818,7.609347,13141732.024876,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,42856144.396168,2.333388,1000000,1,1,block,1,1,50000000,50000000,125905847.613719,0.794244,9.756540,10249535.273130,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,43219241.812956,2.313784,1000000,1,1,cyclic,1,1,50000000,50000000,125507946.537554,0.796762,8.119701,12315724.945163,false
6185417096973469475,16931092769743058723,uniform,2499986166,177468959.694705,0.563479,1000000,4,1,block,4,4,50000000,50000000,209123644.757449,0.478186,2.835929,35261810.124467,false
6185417096973469475,16931092769743058723,uniform,2499986166,237277167.475754,0.421448,1000000,4,1,cyclic,4,4,50000000,50000000,215165075.863084,0.464759,2.232993,44782940.292401,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,56249155.640704,1.777804,1000000,4,1,block,4,4,50000000,50000000,144760769.961077,0.690795,4.557262,21943001.708940,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,176066736.588199,0.567966,1000000,4,1,cyclic,4,4,50000000,50000000,405955500.057430,0.246332,2.169073,46102647.241332,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,41020611.809646,2.437799,1000000,4,1,block,4,4,50000000,50000000,143748390.005773,0.695660,5.206561,19206536.938590,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,117963897.760501,0.847717,1000000,4,1,cyclic,4,4,50000000,50000000,359307513.127615,0.278313,2.533690,39468128.878067,false
6185417096973469475,16931092769743058723,uniform,2499986166,348985328.522323,0.286545,1000000,8,1,block,8,8,50000000,50000000,1012246474.046472,0.098790,1.295341,77199729.633021,false
6185417096973469475,16931092769743058723,uniform,2499986166,399720018.518113,0.250175,1000000,8,1,cyclic,8,8,50000000,50000000,808075351.321854,0.123751,1.044066,95779409.791463,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,58566192.688610,1.707470,1000000,8,1,block,8,8,50000000,50000000,148942915.745754,0.671398,3.613342,27675211.784164,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,355500938.423676,0.281293,1000000,8,1,cyclic,8,8,50000000,50000000,809223714.804285,0.123575,1.098633,91022245.987661,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,41513983.766854,2.408827,1000000,8,1,block,8,8,50000000,50000000,146236461.104027,0.683824,4.345225,23013765.723576,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,122254611.214897,0.817965,1000000,8,1,cyclic,8,8,50000000,50000000,382592630.024369,0.261375,1.834856,54500197.854863,false
6185417096973469475,16931092769743058723,uniform,2499986166,206467527.093861,0.484338,1000000,4,4,block,4,4,50000000,50000000,228075884.214507,0.438451,2.673044,37410535.216114,false
6185417096973469475,16931092769743058723,uniform,2499986166,206642290.305370,0.483928,1000000,4,4,cyclic,4,4,50000000,50000000,227159805.972928,0.440219,2.256581,44314827.305130,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,63360287.694376,1.578276,1000000,4,4,block,4,4,50000000,50000000,152788448.046128,0.654500,4.523665,22105969.896375,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,195748407.380654,0.510860,1000000,4,4,cyclic,4,4,50000000,50000000,446901475.602286,0.223763,2.089595,47856166.985665,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,44746446.546251,2.234814,1000000,4,4,block,4,4,50000000,50000000,153126254.842670,0.653056,5.176836,19316817.799638,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,127434972.894805,0.784714,1000000,4,4,cyclic,4,4,50000000,50000000,392850187.036529,0.254550,2.431868,41120658.631627,false
6185417096973469475,16931092769743058723,uniform,2499986166,406482829.459123,0.246013,1000000,8,4,block,8,8,50000000,50000000,1130775231.913103,0.088435,1.274943,78434863.368707,false
6185417096973469475,16931092769743058723,uniform,2499986166,405354986.457360,0.246697,1000000,8,4,cyclic,8,8,50000000,50000000,1112646256.974571,0.089876,1.072992,93197304.119231,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,63192084.032525,1.582477,1000000,8,4,block,8,8,50000000,50000000,159927771.763835,0.625282,3.682373,27156402.537663,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,375312109.654957,0.266445,1000000,8,4,cyclic,8,8,50000000,50000000,878904139.514086,0.113778,1.139532,87755291.710945,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,44850720.702749,2.229619,1000000,8,4,block,8,8,50000000,50000000,158466130.511488,0.631050,4.339372,23044810.625316,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,132615837.428846,0.754058,1000000,8,4,cyclic,8,8,50000000,50000000,420405109.245786,0.237866,2.145864,46601274.167136,false
6185417096973469475,16931092769743058723,uniform,2499986166,510051661.180725,0.196059,1000000,8,8,block,8,8,50000000,50000000,1083079747.675751,0.092329,1.188662,84128230.228578,false
6185417096973469475,16931092769743058723,uniform,2499986166,408617624.272992,0.244728,1000000,8,8,cyclic,8,8,50000000,50000000,1076773501.328460,0.092870,1.022528,97796811.196544,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,62734755.476226,1.594013,1000000,8,8,block,8,8,50000000,50000000,158714575.124876,0.630062,3.782192,26439695.980230,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,372772468.007008,0.268260,1000000,8,8,cyclic,8,8,50000000,50000000,873338824.924258,0.114503,1.084330,92222839.368659,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,44747686.928087,2.234752,1000000,8,8,block,8,8,50000000,50000000,157273666.976478,0.635834,4.426675,22590319.625823,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,128869042.242498,0.775982,1000000,8,8,cyclic,8,8,50000000,50000000,419819493.954741,0.238198,1.981488,50467121.119843,false
