checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_threads,join_throughput,join_time,max_key,mpi_active_ranks,mpi_nodes,mpi_partition_strategy,mpi_processes,mpi_world_size,nr,ns,partition_block_size,partition_chunk,partition_schedule,partition_threads,partition_throughput,partition_time,time_sec,total_throughput,verified
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,81114626.174678,1.232823,1000000,1,1,block,1,1,50000000,50000000,32768,4,guided,16,306345419.871285,0.326429,8.137738,12288427.719262,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,80613209.636149,1.240491,1000000,1,1,cyclic,1,1,50000000,50000000,32768,4,guided,16,305724338.694499,0.327092,6.512729,15354546.308159,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,99528647.644956,1.004736,1000000,1,1,block,1,1,50000000,50000000,32768,4,guided,16,308269618.338894,0.324391,7.905555,12649332.542316,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,95449436.849457,1.047675,1000000,1,1,cyclic,1,1,50000000,50000000,32768,4,guided,16,305695263.854759,0.327123,6.319304,15824526.334372,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,78286577.270810,1.277358,1000000,4,1,block,4,4,50000000,50000000,32768,4,guided,4,262602790.668517,0.380803,3.722530,26863452.896086,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,173068250.746357,0.577807,1000000,4,1,cyclic,4,4,50000000,50000000,32768,4,guided,4,671937431.363298,0.148823,2.173971,45998777.985553,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,79681357.749626,1.254999,1000000,4,1,block,4,4,50000000,50000000,32768,4,guided,4,288513379.018759,0.346604,3.666566,27273479.217136,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,54192350.436135,1.845279,1000000,4,1,cyclic,4,4,50000000,50000000,32768,4,guided,4,507269379.812624,0.197134,3.434904,29112896.335130,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,78707604.418888,1.270525,1000000,4,1,block,4,4,50000000,50000000,32768,4,guided,16,299688123.254867,0.333680,3.689740,27102180.297263,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,166049835.068847,0.602229,1000000,4,1,cyclic,4,4,50000000,50000000,32768,4,guided,16,589884958.619454,0.169525,2.151167,46486395.167866,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,90931264.749121,1.099732,1000000,4,1,block,4,4,50000000,50000000,32768,4,guided,16,291036914.186274,0.343599,3.510974,28482125.528624,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,51832081.241254,1.929307,1000000,4,1,cyclic,4,4,50000000,50000000,32768,4,guided,16,454745479.166599,0.219903,3.533822,28297969.459925,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,78204806.992679,1.278694,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,4,263940532.888477,0.378873,2.911711,34344067.889674,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,111071401.479627,0.900322,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,4,565957899.432487,0.176692,1.855047,53906977.004504,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,93010429.915178,1.075148,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,4,258345869.168354,0.387078,2.693301,37129160.252509,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,50573260.074768,1.977330,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,4,554107249.145546,0.180470,2.950330,33894519.011726,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,77836516.932855,1.284744,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,16,266200632.478181,0.375657,2.893524,34559936.593622,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,113968812.690223,0.877433,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,16,420097021.769372,0.238040,1.889170,52933307.352375,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,93325748.801707,1.071516,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,16,252817717.355669,0.395542,2.702664,37000529.707580,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,45627903.502490,2.191641,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,16,431629178.015334,0.231680,3.209549,31157027.780294,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,81415912.068550,1.228261,1000000,4,4,block,4,4,50000000,50000000,32768,4,guided,4,287655312.547974,0.347638,3.848242,25985890.232038,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,182787380.141295,0.547084,1000000,4,4,cyclic,4,4,50000000,50000000,32768,4,guided,4,763659176.246896,0.130948,2.077865,48126330.061656,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,94694155.453564,1.056031,1000000,4,4,block,4,4,50000000,50000000,32768,4,guided,4,285213711.603979,0.350614,3.678385,27185840.974112,false
